autor,name_full,n,codigos
lucas m. m. fonseca,Lucas M. M. Fonseca,2,"{""66739"": 4, ""66745"": 5}"
lucas moura,Lucas Moura,1,"{""73523"": 1}"
lucas muller,Lucas Müller,1,"{""66626"": 3}"
lucas noronha lechiu,Lucas Noronha Lechiu,5,"{""66631"": 6, ""66674"": 2, ""66714"": 3, ""66765"": 5, ""66852"": 1}"
lucas oliveira machado,Lucas Oliveira Machado,1,"{""72889"": 4}"
lucas soler,Lucas Soler,1,"{""73085"": 4}"
lucas tadeu rocha santos,Lucas Tadeu Rocha Santos,9,"{""66666"": 1, ""66679"": 6, ""66684"": 6, ""66691"": 1, ""66696"": 5, ""66700"": 4, ""66707"": 6, ""66728"": 6, ""66769"": 5}"
lucas tadeus rocha dos santos,Lucas Tadeus Rocha dos Santos,1,"{""66706"": 3}"
lucas vianna de assis,Lucas Vianna de Assis,1,"{""66814"": 5}"
lucas vitali pignaton,Lucas Vitali Pignaton,1,"{""66467"": 1}"
lucas xavier freitas,Lucas Xavier Freitas,1,"{""73490"": 4}"
lucas zanetti de albuquerque,Lucas Zanetti de Albuquerque,2,"{""72607"": 3, ""72614"": 2}"
lucia andrade,Lúcia Andrade,3,"{""72537"": 6, ""72540"": 8, ""73079"": 7}"
luciana angelica da silva de jesus,Luciana Angélica da Silva de Jesus,2,"{""66276"": 3, ""66413"": 1}"
luciana aparecida uiema,Luciana Aparecida Uiema,4,"{""66354"": 2, ""73168"": 2, ""73462"": 3, ""74055"": 4}"
luciana carvalho marques tavares,Luciana Carvalho Marques Tavares,2,"{""73746"": 1, ""74255"": 1}"
luciana de souza madeira ferreira boy,Luciana de Souza Madeira Ferreira Boy,1,"{""66834"": 6}"
luciana fernandes bernard,Luciana Fernandes Bernard,1,"{""73168"": 4}"
luciana freixo ferreira,Luciana Freixo Ferreira,1,"{""73304"": 4}"
luciana gil lutf,Luciana Gil Lutf,2,"{""73587"": 3, ""73596"": 2}"
luciana inacia de souza,Luciana Inácia de Souza,1,"{""72674"": 3}"
luciana pereira pinto dias,Luciana Pereira Pinto Dias,1,"{""66764"": 5}"
luciana pinheiro beloni,Luciana Pinheiro Beloni,2,"{""70094"": 1, ""72539"": 1}"
luciana rota sena,Luciana Rota Sena,1,"{""74388"": 7}"
luciana schmidt cardon de oliveira,Luciana Schmidt Cardon de Oliveira,1,"{""66813"": 2}"
luciana soares percegona,Luciana Soares Percegona,1,"{""74188"": 1}"
luciana valeria costa e souza,Luciana Valeria Costa e Souza,1,"{""73167"": 1}"
luciane monica deboni,Luciane Mônica Deboni,2,"{""73744"": 3, ""73954"": 3}"
luciano kalabric silva,Luciano Kalabric Silva,1,"{""73661"": 5}"
luciano maximo da silva,Luciano Máximo da Silva,2,"{""73792"": 8, ""74080"": 8}"
luciano teixeira de faria,Luciano Teixeira de Faria,1,"{""66550"": 3}"
luciene machado dos reis,Luciene Machado dos Reis,3,"{""73666"": 3, ""73690"": 7, ""73708"": 5}"
luciene pereira da conceicao,Luciene Pereira da Conceição,1,"{""73254"": 6}"
lucienne da silva lara,Lucienne da Silva Lara,1,"{""72918"": 4}"
lucienne da silva lara morcillo,Lucienne da Silva Lara Morcillo,1,"{""66478"": 3}"
lucienne s. lara,Lucienne S. Lara,1,"{""66491"": 4}"
lucila maria valente,Lucila Maria Valente,2,"{""66837"": 3, ""73962"": 3}"
lucimari cristina da silva mendes,Lucimari Cristina da Silva Mendes,1,"{""73689"": 5}"
lucimary de castro sylvestre,Lucimary de Castro Sylvestre,2,"{""72610"": 7, ""73787"": 8}"
lucio isoni,Lúcio Isoni,1,"{""73442"": 3}"
lucio roberto requiao moura,Lucio Roberto Requião Moura,2,"{""73520"": 1, ""73740"": 3}"
lucio vilar rabelo filho,Lucio Vilar Rabelo Filho,1,"{""74201"": 2}"
ludiana barbosa lopes,Ludiana Barbosa Lopes,1,"{""73170"": 2}"
luisa avelar fernandes de andrade,Luísa Avelar Fernandes de Andrade,2,"{""66578"": 3, ""67176"": 2}"
luisa godoi lopes,Luisa Godoi Lopes,1,"{""66646"": 4}"
luisa helena pereira,Luísa Helena Pereira,1,"{""73205"": 4}"
luisa motta justo,Luísa Motta Justo,1,"{""73564"": 2}"
luis andre silvestre,Luis André Silvestre,1,"{""73652"": 6}"
luis andre silvestre de andrade,Luis Andre Silvestre de Andrade,1,"{""73536"": 8}"
luisa penso moraes,Luisa Penso Moraes,1,"{""73173"": 3}"
luis augusto da silva maciel,Luis Augusto da Silva Maciel,2,"{""66759"": 1, ""68585"": 1}"
luis ayusso neto,Luis Ayusso Neto,1,"{""72720"": 7}"
luis claudio francalacci,Luis Claudio Francalacci,1,"{""73743"": 5}"
luis cuadrado martin,Luis Cuadrado Martin,1,"{""73316"": 5}"
luis derwal salles junior,Luis Derwal Salles Junior,1,"{""66717"": 5}"
luis fernando aranha camargo,Luís Fernando Aranha Camargo,1,"{""73080"": 4}"
luis fernando chrstiani,Luis Fernando Chrstiani,1,"{""73117"": 5}"
luis fernando pohl hessel,Luis Fernando Pohl Hessel,1,"{""66850"": 1}"
luis fernando vons ramos,Luis Fernando Vons Ramos,1,"{""72550"": 1}"
luis filipe conceicao,Luis Filipe Conceição,1,"{""66386"": 4}"
luis filipe miranda rebelo da conceicao,Luís Filipe Miranda Rebelo da Conceição,3,"{""66351"": 5, ""66352"": 4, ""66385"": 5}"
luis gustavo coelho catelani,Luis Gustavo Coelho Catelani,1,"{""71964"": 3}"
luis gustavo de freitas trindade,Luís Gustavo de Freitas Trindade,4,"{""73544"": 2, ""73805"": 2, ""73903"": 1, ""73926"": 1}"
luis gustavo modelli de andrade,Luis Gustavo Modelli de Andrade,4,"{""66516"": 3, ""73085"": 1, ""73919"": 7, ""74082"": 2}"
luis henrique bezerra cavalanti sette,Luís Henrique Bezerra Cavalanti Sette,1,"{""72907"": 2}"
luis henrique bezerra cavalcanti sette,Luis Henrique Bezerra Cavalcanti Sette,1,"{""66316"": 4}"
luis l. ayusso,Luis L. Ayusso,1,"{""72720"": 2}"
luis lazaro ayusso,Luis Lazaro Ayusso,1,"{""72720"": 1}"
luis paulo jose marques,Luis Paulo Jose Marques,2,"{""66711"": 8, ""66726"": 6}"
luis pordeus shafee,Luis Pordeus Shafee,1,"{""66715"": 5}"
luis you,Luis You,1,"{""73292"": 6}"
luis yu,Luis Yu,3,"{""73297"": 8, ""73532"": 3, ""73543"": 3}"
luiza barroso siqueira,Luíza Barroso Siqueira,1,"{""73388"": 6}"
luiza jane eyre de souza vieira,Luiza Jane Eyre de Souza Vieira,1,"{""66399"": 2}"
luiz antonio coutinho pais,Luiz Antonio Coutinho Pais,5,"{""72932"": 1, ""72933"": 1, ""73020"": 5, ""73254"": 2, ""73265"": 8}"
luiz antonio de moura,Luiz Antônio de Moura,1,"{""74110"": 8}"
luiz antonio de ribeiro moura,Luiz Antonio de Ribeiro Moura,1,"{""66492"": 7}"
luiz antonio magnata da fonte filho,Luiz Antônio Magnata da Fonte Filho,3,"{""72639"": 4, ""72742"": 4, ""72916"": 4}"
luiz antonio miorin,Luiz Antonio Miorin,2,"{""66456"": 8, ""71964"": 7}"
luiz antonio ribeiro de moura,Luiz Antônio Ribeiro de Moura,2,"{""66731"": 3, ""66792"": 7}"
luiz antonio ribeiro moura,Luiz Antônio Ribeiro Moura,4,"{""73036"": 6, ""73038"": 8, ""73490"": 7, ""73494"": 7}"
luiz aparecido bortolotto,Luiz Aparecido Bortolotto,1,"{""73053"": 5}"
luiza soares vieira da silva,Luiza Soares Vieira da Silva,1,"{""74030"": 5}"
luiz carlos bodanese,Luiz Carlos Bodanese,1,"{""66791"": 7}"
luiz carlos santana passos,Luiz Carlos Santana Passos,1,"{""66889"": 6}"
luiz derwal salles junior,Luiz Derwal Salles Júnior,9,"{""66666"": 7, ""66679"": 4, ""66684"": 3, ""66705"": 3, ""66707"": 3, ""66718"": 4, ""66720"": 5, ""66769"": 7, ""66801"": 3}"
luiz eduardo bersani amado,Luiz Eduardo Bersani Amado,2,"{""74006"": 2, ""74050"": 2}"
luize kremer gamba,Luize Kremer Gamba,1,"{""66698"": 1}"
luiz felipe ferreira de lima,Luiz Felipe Ferreira de Lima,2,"{""73731"": 1, ""73869"": 1}"
luiz felipe rocha pinto,Luiz Felipe Rocha Pinto,1,"{""66303"": 6}"
luiz fernado rocha miranda neto,Luiz Fernado Rocha Miranda Neto,1,"{""73897"": 5}"
luiz fernando de souza,Luiz Fernando de Souza,1,"{""73877"": 4}"
luiz fernando gouvea-e-silva,Luiz Fernando Gouvêa-E-Silva,4,"{""72674"": 7, ""72676"": 7, ""72681"": 6, ""72683"": 8}"
luiz fernando miranda almeida,Luiz Fernando Miranda Almeida,2,"{""71890"": 4, ""72013"": 7}"
luiz fernando onuchic,Luiz Fernando Onuchic,2,"{""73052"": 8, ""73525"": 6}"
luiz flavio couto giordano,Luiz Flávio Couto Giordano,2,"{""73903"": 3, ""73926"": 3}"
luiz f. onuchic,Luiz F. Onuchic,1,"{""72755"": 5}"
luiz jose cardoso pereira,Luiz José Cardoso Pereira,2,"{""66560"": 2, ""73809"": 2}"
luiz paulo jose marques,Luiz Paulo Jose Marques,2,"{""66615"": 1, ""66626"": 1}"
luzete cristina silva granero,Luzete Cristina Silva Granero,1,"{""72727"": 5}"
lygia maria soares fernandes vieira,Lygia Maria Soares Fernandes Vieira,1,"{""66251"": 4}"
mabelle ricardoo de souza freitas,Mabelle Ricardoo de Souza Freitas,1,"{""74281"": 1}"
macey l. henderson,Macey L. Henderson,2,"{""73220"": 5, ""73224"": 7}"
macia cristina da silva magro,Macia Cristina da Silva Magro,2,"{""66778"": 5, ""66797"": 5}"
magali costa oliveira,Magáli Costa Oliveira,1,"{""66710"": 2}"
magna alves de vasconcelos,Magna Alves de Vasconcelos,1,"{""73404"": 2}"
magna alves vasconcelos,Magna Alves Vasconcelos,1,"{""73546"": 4}"
magnus engel,Magnus Engel,1,"{""72550"": 4}"
maguida gomes da silva,Maguida Gomes da Silva,1,"{""66286"": 7}"
mahesh krishnan,Mahesh Krishnan,1,"{""72794"": 4}"
maiara costa hita,Maiara Costa Hita,1,"{""66702"": 1}"
maiara uchoa fonseca,Maiara Uchôa Fonseca,1,"{""66871"": 1}"
maira carregosa do val,Maira Carregosa do Val,1,"{""74250"": 6}"
maiza miranda,Maiza Miranda,2,"{""73775"": 5, ""73782"": 2}"
malena costa hita,Malena Costa Hita,1,"{""66702"": 3}"
manoela moreita de souza,Manoela Moreita de Souza,1,"{""66585"": 8}"
manoela silva de oliveira,Manoela Silva de Oliveira,1,"{""73987"": 1}"
manoel trindade,Manoel Trindade,1,"{""72733"": 8}"
manuela almeida,Manuela Almeida,1,"{""66687"": 6}"
mara nunes macedo,Mara Nunes Macedo,2,"{""72959"": 4, ""74131"": 3}"
marcela amitrano bilobran,Marcela Amitrano Bilobran,1,"{""73987"": 4}"
marcela beatriz feitosa de carvalho,Marcela Beatriz Feitosa de Carvalho,1,"{""66829"": 7}"
marcela garcia rodrigues,Marcela Garcia Rodrigues,1,"{""73346"": 3}"
marcela karine saraiva fernandes franca,Marcela Karine Saraiva Fernandes França,2,"{""73739"": 6, ""73765"": 6}"
marcela lara mendes,Marcela Lara Mendes,3,"{""66536"": 3, ""71601"": 3, ""71602"": 3}"
marcela pires andrade,Marcela Pires Andrade,1,"{""74379"": 5}"
marcela tatiana aguirre roldan,Marcela Tatiana Aguirre Roldan,1,"{""72744"": 1}"
marcelino de souza durao jr,Marcelino de Souza Durão Jr,1,"{""66541"": 4}"
marcelino de souza durao junior,Marcelino de Souza Durão Junior,2,"{""72941"": 7, ""73073"": 4}"
marcelino durao de souza junior,Marcelino Durão de Souza Junior,2,"{""66474"": 8, ""72921"": 5}"
marcella beghini mendes vieira,Marcella Beghini Mendes Vieira,3,"{""66558"": 6, ""66564"": 1, ""66568"": 6}"
marcella g. rodrigues,Marcella G. Rodrigues,1,"{""72609"": 5}"
marcella martins frediani,Marcella Martins Frediani,1,"{""74394"": 5}"
marcella ne pedrosa de magalhaes,Marcella Né Pedrosa de Magalhães,1,"{""72674"": 6}"
marcella severiano de freitas,Marcella Severiano de Freitas,5,"{""66775"": 2, ""66796"": 3, ""66872"": 7, ""66883"": 4, ""74143"": 4}"
marcella silva cunha,Marcella Silva Cunha,1,"{""72950"": 4}"
marcella soares laferreira,Marcella Soares Laferreira,2,"{""73393"": 6, ""74043"": 5}"
marcelo a. d. silveira,Marcelo A. D. Silveira,1,"{""73079"": 8}"
marcelo antunes marciano,Marcelo Antunes Marciano,1,"{""73423"": 3}"
marcelo augusto duarte silveira,Marcelo Augusto Duarte Silveira,2,"{""72540"": 2, ""73079"": 1}"
marcelo barros weiss,Marcelo Barros Weiss,1,"{""74379"": 8}"
marcelo costa batista,Marcelo Costa Batista,2,"{""66537"": 6, ""66541"": 7}"
marcelo dantas tavares de melo,Marcelo Dantas Tavares de Melo,1,"{""73525"": 4}"
marcelo de sousa tavares,Marcelo de Sousa Tavares,2,"{""73682"": 3, ""73698"": 3}"
marcelo feitosa verissimo,Marcelo Feitosa Veríssimo,7,"{""66425"": 2, ""66886"": 2, ""66888"": 1, ""66890"": 4, ""66892"": 3, ""66893"": 1, ""73526"": 3}"
marcelo mazza do nascimento,Marcelo Mazza do Nascimento,5,"{""66838"": 8, ""66842"": 8, ""66864"": 8, ""73082"": 1, ""74175"": 7}"
marcelo mazza nascimento,Marcelo Mazza Nascimento,1,"{""73173"": 8}"
marcelo moreira santos,Marcelo Moreira Santos,2,"{""73419"": 7, ""73422"": 6}"
marcelo pereira lodonio,Marcelo Pereira Lodônio,1,"{""73685"": 8}"
marcelo radspieler varges filho,Marcelo Radspieler Varges Filho,1,"{""73041"": 1}"
marcelo souto nacif,Marcelo Souto Nacif,1,"{""73727"": 4}"
marcelo varges,Marcelo Varges,1,"{""74232"": 3}"
marcelo ximenes pontes,Marcelo Ximenes Pontes,3,"{""66285"": 4, ""66286"": 4, ""66328"": 5}"
marcel rodrigo barros de oliveira,Marcel Rodrigo Barros de Oliveira,5,"{""66396"": 4, ""66440"": 4, ""66441"": 3, ""66473"": 5, ""73421"": 3}"
marcel rodrigues gurgel praxedes,Marcel Rodrigues Gurgel Praxedes,1,"{""66659"": 1}"
marcia camegacava riyuzo,Marcia Camegacava Riyuzo,1,"{""66516"": 4}"
marcia christina caetano romano,Márcia Christina Caetano Romano,1,"{""66806"": 5}"
marcia cristina da silva magro,Marcia Cristina da Silva Magro,2,"{""66771"": 4, ""72988"": 2}"
marcia de assuncao ferreira,Márcia de Assunção Ferreira,1,"{""73172"": 4}"
marcia eduarda da silva de sousa,Márcia Eduarda da Silva de Sousa,1,"{""72823"": 1}"
marcia f. a. de oliveira,Marcia F. A. de Oliveira,1,"{""73079"": 3}"
marcia helena guimaraes,Marcia Helena Guimarães,1,"{""66529"": 3}"
marcia maria guimaraes dos santos,Márcia Maria Guimarães dos Santos,1,"{""66858"": 2}"
marcia n. do valle,Marcia N. do Valle,1,"{""72609"": 4}"
marcia olandoski,Marcia Olandoski,1,"{""73173"": 6}"
marcia regina gianotti franco,Marcia Regina Gianotti Franco,2,"{""74016"": 6, ""74049"": 6}"
marcia regina simas torres klein,Marcia Regina Simas Torres Klein,2,"{""66844"": 7, ""66863"": 7}"
marcia tereza luz lisboa,Marcia Tereza Luz Lisboa,1,"{""73172"": 2}"
marcia tokunaga de alcantara,Marcia Tokunaga de Alcântara,3,"{""73459"": 7, ""73670"": 3, ""73718"": 4}"
marcia waddington cruz,Márcia Waddington Cruz,1,"{""66303"": 7}"
marcio aparecido nery,Márcio Aparecido Nery,2,"{""72028"": 7, ""72029"": 7}"
marcio dantas,Márcio Dantas,2,"{""66465"": 6, ""74179"": 4}"
marcio dias de almeida,Marcio Dias de Almeida,1,"{""66541"": 5}"
marcio henrique de alvarenga nascimento,Marcio Henrique de Alvarenga Nascimento,2,"{""72977"": 8, ""72978"": 6}"
marcio luiz de sousa,Marcio Luiz de Sousa,2,"{""73224"": 5, ""73317"": 4}"
marcio peixoto silva,Márcio Peixoto Silva,3,"{""66351"": 4, ""66352"": 7, ""66385"": 4}"
marcio vasconcelos oliveira,Márcio Vasconcelos Oliveira,1,"{""72969"": 4}"
marclebio manuel coelho dourado,Marclébio Manuel Coêlho Dourado,2,"{""73962"": 2, ""74201"": 1}"
marco antonio nadaletto,Marco Antonio Nadaletto,1,"{""72698"": 7}"
marco antonio prado nunes,Marco Antonio Prado Nunes,1,"{""72966"": 8}"
marcos alexandre vieira,Marcos Alexandre Vieira,3,"{""73475"": 4, ""73481"": 5, ""73834"": 1}"
marcos antonio cenedeze,Marcos Antônio Cenedeze,1,"{""66596"": 6}"
marcos figueiredo costa,Marcos Figueiredo Costa,1,"{""73167"": 6}"
marcos hikari toyama,Marcos Hikari Toyama,1,"{""66586"": 8}"
marcos kubrusly,Marcos Kubrusly,6,"{""66676"": 5, ""66704"": 5, ""66729"": 8, ""66857"": 8, ""73272"": 5, ""73290"": 4}"
marcos paulo ribeiro sanches,Marcos Paulo Ribeiro Sanches,3,"{""66864"": 5, ""72610"": 3, ""74175"": 3}"
marcos phelipe miranda,Marcos Phelipe Miranda,2,"{""73474"": 3, ""73475"": 7}"
marcos roberto colombo barnese,Marcos Roberto Colombo Barnese,2,"{""73139"": 1, ""73336"": 5}"
marcos robrto colombo barnese,Marcos Robrto Colombo Barnese,1,"{""73136"": 1}"
marcos rodrigues alve,Marcos Rodrigues Alve,1,"{""72617"": 3}"
marcos rodrigues alves,Marcos Rodrigues Alves,1,"{""72620"": 3}"
marcos sandro vasconcellos,Marcos Sandro Vasconcellos,2,"{""73133"": 3, ""73134"": 3}"
marcos sandro vasconcelos,Marcos Sandro Vasconcelos,1,"{""72897"": 3}"
marcos vinicius bezerra loiola,Marcos Vinícius Bezerra Loiola,8,"{""66683"": 8, ""66684"": 1, ""66691"": 5, ""66696"": 4, ""66707"": 7, ""66718"": 7, ""66722"": 6, ""66728"": 1}"
marcos vinicius de sousa,Marcos Vinicius de Sousa,2,"{""73828"": 1, ""73856"": 1}"
marcos vinicius de souza fernandes,Marcos Vinicius de Souza Fernandes,1,"{""72675"": 3}"
marcus alves caetano de almeida,Marcus Alves Caetano de Almeida,3,"{""73662"": 4, ""73792"": 1, ""74080"": 4}"
marcus faria lasmar,Marcus Faria Lasmar,2,"{""73903"": 6, ""73926"": 8}"
marcus gomes bastos,Marcus Gomes Bastos,3,"{""73033"": 1, ""73035"": 1, ""73700"": 2}"
marcus vinicius simoes,Marcus Vinícius Simões,1,"{""66733"": 1}"
margarete mara da silva,Margarete Mara da Silva,1,"{""70852"": 3}"
margareth afonso torres,Margareth Afonso Torres,1,"{""73520"": 6}"
margarida maria dantas dutra,Margarida Maria Dantas Dutra,2,"{""66351"": 6, ""66385"": 6}"
margarida md dutra,Margarida Md Dutra,2,"{""66352"": 8, ""66386"": 8}"
maria alejandra diaz barreto,Maria Alejandra Diaz Barreto,2,"{""73336"": 6, ""73513"": 2}"
maria alice alvarenga vieira,Maria Alice Alvarenga Vieira,1,"{""66457"": 6}"
maria alice feitas queiroz,Maria Alice Feitas Queiroz,1,"{""73505"": 3}"
maria alice sperto ferreira baptista,Maria Alice Sperto Ferreira Baptista,3,"{""66532"": 7, ""73908"": 6, ""74340"": 5}"
maria alina gomes de mattos cavalcante,Maria Alina Gomes de Mattos Cavalcante,1,"{""73962"": 4}"
maria amelia aguiar hazin,Maria Amélia Aguiar Hazin,5,"{""66474"": 3, ""66549"": 3, ""71638"": 1, ""72780"": 4, ""72921"": 3}"
maria aparecida dalboni,Maria Aparecida Dalboni,2,"{""66559"": 3, ""72975"": 4}"
maria aparecida pachaly,Maria Aparecida Pachaly,1,"{""66853"": 6}"
maria beatriz rossi rodrigues,Maria Beatriz Rossi Rodrigues,2,"{""72727"": 3, ""73743"": 3}"
maria b tavares,Maria B. Tavares,1,"{""73661"": 4}"
maria carolina nogueira trompieri,Maria Carolina Nogueira Trompieri,1,"{""66511"": 1}"
maria carolina santa rita lacerda,Maria Carolina Santa Rita Lacerda,1,"{""74098"": 8}"
maria celia,Maria Célia,1,"{""73041"": 5}"
maria celia carvalho pereira,Maria Celia Carvalho Pereira,3,"{""66562"": 6, ""66592"": 3, ""66669"": 5}"
maria clara de araujo cavalcante,Maria Clara de Araújo Cavalcante,1,"{""74110"": 7}"
maria clara de paula rudolph,Maria Clara de Paula Rudolph,1,"{""74120"": 2}"
maria clara macedo de araujo,Maria Clara Macedo de Araújo,1,"{""66824"": 4}"
maria claudia cruz andreoli,Maria Claudia Cruz Andreoli,1,"{""72698"": 3}"
maria conceicao da costa proenca,Maria Conceição da Costa Proença,1,"{""66710"": 5}"
maria daniela diniz,Maria Daniela Diniz,2,"{""66390"": 3, ""66391"": 8}"
maria de lourdes thomas,Maria de Lourdes Thomas,2,"{""66317"": 3, ""66318"": 5}"
maria do perpetuo socorro gusmao amorim,Maria do Perpétuo Socorro Gusmão Amorim,2,"{""73373"": 2, ""73901"": 1}"
maria eduarda caluete vieira da cunha,Maria Eduarda Caluête Vieira da Cunha,1,"{""66763"": 3}"
maria eduarda cardoso de araujo,Maria Eduarda Cardoso de Araujo,2,"{""73883"": 1, ""74265"": 2}"
maria eduarda evangelista,Maria Eduarda Evangelista,2,"{""73963"": 4, ""74142"": 4}"
maria eduarda vilanova da costa pereira,Maria Eduarda Vilanova da Costa Pereira,1,"{""73882"": 2}"
maria eduarda vons ramos,Maria Eduarda Vons Ramos,1,"{""72550"": 2}"
maria elza dos santos freitas,Maria Elza dos Santos Freitas,1,"{""66509"": 3}"
maria estela papini nardin,Maria Estela Papini Nardin,1,"{""66556"": 5}"
maria eugenia canziani,Maria Eugênia Canziani,1,"{""73074"": 5}"
maria eugenia fernandes canziani,Maria Eugênia Fernandes Canziani,3,"{""72698"": 2, ""73053"": 7, ""73749"": 2}"
maria fabiana silva santos,Maria Fabiana Silva Santos,1,"{""66553"": 2}"
maria fernanda badue pereira,Maria Fernanda Badue Pereira,2,"{""73883"": 6, ""74265"": 6}"
maria fernanda carvalho de camargo,Maria Fernanda Carvalho de Camargo,1,"{""73419"": 8}"
maria fernanda de lima britto,Maria Fernanda de Lima Britto,1,"{""72929"": 6}"
maria fernanda leal de azevedo,Maria Fernanda Leal de Azevedo,1,"{""66607"": 1}"
maria fernanda ribeiro cury,Maria Fernanda Ribeiro Cury,1,"{""66402"": 2}"
maria fernanda soares,Maria Fernanda Soares,1,"{""70852"": 7}"
maria helena de agrela goncalves jardim,Maria Helena de Agrela Gonçalves Jardim,1,"{""66401"": 2}"
maria helena lima gusmao sena,Maria Helena Lima Gusmão Sena,1,"{""66682"": 6}"
maria helena vaisbich guimaraes,Maria Helena Vaisbich Guimarães,1,"{""73093"": 5}"
maria ines barreto silva,Maria Inês Barreto Silva,2,"{""66844"": 8, ""66863"": 8}"
maria isabel lima dos santos,Maria Isabel Lima dos Santos,2,"{""73027"": 7, ""74069"": 6}"
maria isabel magela cangussu,Maria Isabel Magela Cangussu,2,"{""73687"": 1, ""73705"": 1}"
maria izabel de holanda,Maria Izabel de Holanda,6,"{""66513"": 2, ""66577"": 8, ""66592"": 7, ""66669"": 8, ""66738"": 2, ""73801"": 5}"
maria izabel neves de holanda,Maria Izabel Neves de Holanda,1,"{""66738"": 1}"
maria izabel neves de holanda barbosa,Maria Izabel Neves de Holanda Barbosa,1,"{""66513"": 1}"
maria jose gameiro rega,Maria Jose Gameiro Rega,2,"{""73070"": 1, ""73092"": 3}"
maria jose s fernandes,Maria José S. Fernandes,1,"{""68817"": 7}"
maria kopke unsonst,Maria Kopke Unsonst,1,"{""74379"": 2}"
maria leticia cascelli de azevedo reis,Maria Letícia Cascelli de Azevedo Reis,1,"{""73442"": 2}"
maria lucia dantas de medeiros,Maria Lúcia Dantas de Medeiros,1,"{""66603"": 4}"
maria lucia dos santos vaz,Maria Lucia dos Santos Vaz,1,"{""72899"": 6}"
maria lucia fleiuss farias,Maria Lúcia Fleiuss Farias,1,"{""72691"": 6}"
maria lucia holanda lopes,Maria Lúcia Holanda Lopes,1,"{""73546"": 3}"
maria lucia ribeiro caldas,Maria Lucia Ribeiro Caldas,1,"{""73160"": 4}"
maria luiza castro amaral,Maria Luiza Castro Amaral,1,"{""66558"": 5}"
maria luiza de castro amaral,Maria Luiza de Castro Amaral,3,"{""66554"": 1, ""66564"": 5, ""66568"": 4}"
